...1,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,region,subregion,large_region,price_per_sq_ft
2982,Philbeach Gardens,1795000,Flat / Apartment,1402,4,NA,London,SW5,9DY,Middle,1280.3138373751783
2983,Wandsworth Common West Side,2550000,House,2665,5,Wandsworth,London,SW18,2ED,Outer,956.8480300187617
2984,Oyster Wharf,565000,Flat / Apartment,711,2,Battersea,London,SW11,3RJ,Middle,794.6554149085795
2985,Block A,2500000,Flat / Apartment,1950,3,50 Holland Street,London,SE1,9FU,central,1282.051282051282
2986,East Hill,885000,Flat / Apartment,920,2,Wandsworth,London,SW18,2HG,Outer,961.9565217391304
2987,Sefton Street,399950,New development,362,1,Putney,London,SW15,1NA,Further Outer,1104.8342541436464
2988,Darwin Court,895000,Flat / Apartment,1013,2,Primrose Hill,London,NW1,7BQ,central,883.5143139190524
2989,North Side Wandsworth Common,550000,Flat / Apartment,654,2,NA,London,SW18,2SL,Outer,840.9785932721712
2990,Airedale Road,1450000,House,2270,4,NA,London,SW12,8SF,Outer,638.7665198237886
2991,Television Centre,1160000,New development,861,2,101 Wood Lane,London,W12,7FT,Outer,1347.2706155632984
2992,Atrium Apartments,2500000,Flat / Apartment,1227,2,St John's Wood,London,NW8,7EA,Middle,2037.4898125509374
2993,Ennismore Gardens,1575000,Flat / Apartment,699,1,NA,London,SW7,1NP,Middle,2253.218884120172
2994,Langdon Park Road,2500000,House,3613,7,Highgate,London,N6,5QG,Middle,691.9457514530861
2995,Draycott Place,1150000,Flat / Apartment,682,1,NA,London,SW3,2SB,Middle,1686.217008797654
2996,Fassett Square,1450000,House,1727,4,NA,London,E8,1DQ,Middle,839.6062536189925
2997,Cadogan Lane,2650000,House,1304,2,NA,London,SW1,9DX,central,2032.2085889570553
2998,Birkbeck Road,1175000,House,1601,4,Wimbledon,London,SW19,8NZ,Further Outer,733.9163023110556
2999,Loddiges Road,360000,Flat / Apartment,630,2,South Hackney,London,E9,7PJ,Middle,571.4285714285714
3000,Linnet Court,670000,Flat / Apartment,920,2,Putney,London,SW15,6RJ,Further Outer,728.2608695652174
3001,Thornton Place,799500,Flat / Apartment,898,2,NA,London,SW4,0AB,Middle,890.3118040089087
3002,Hartismere Road,1250000,House,1828,4,Fulham,London,SW6,7UE,Outer,683.8074398249453
3003,Ayr Court,350000,Flat / Apartment,422,1,Monks Drive,London,W3,0EA,Further Outer,829.3838862559242
3006,Trevor Square,4250000,House,1978,4,Knightsbridge,London,SW7,1DY,Middle,2148.6349848331647
3007,Porteus Place,1225000,Flat / Apartment,1262,3,NA,London,SW4,0AS,Middle,970.6814580031696
3008,Newark Street,1150000,House,1447,4,NA,London,E1,2AA,central,794.7477539737388
3009,Queen Anne's Gate,14850000,House,7800,6,NA,London,SW1,9AA,central,1903.8461538461538
3010,Larkhall Rise,2250000,House,2422,5,NA,London,SW4,6LB,Middle,928.9843104872007
3011,Gore Road,405000,Flat / Apartment,376,1,South Hackney,London,E9,7HR,Middle,1077.127659574468
3013,Southgate Road,1695000,House,2160,4,Islington,London,N1,3HX,central,784.7222222222222
3014,Cross Street,850000,Flat / Apartment,770,2,Islington,London,N1,2BA,central,1103.8961038961038
3015,Television Centre,1295000,Flat / Apartment,924,2,101 Wood Lane,London,W12,7FT,Outer,1401.5151515151515
3016,80 Rainville Road,2750000,Flat / Apartment,1765,3,Hammersmith,London,W6,9HS,Outer,1558.0736543909347
3017,The Tower,2750000,Flat / Apartment,1539,3,Vauxhall,London,SW8,2DA,Middle,1786.8745938921377
3018,Maddox Street,1500000,Flat / Apartment,638,1,NA,London,W1,2QJ,central,2351.0971786833857
3019,City Road,599950,Flat / Apartment,495,1,Clerkenwell,London,EC1,2PY,Further Outer,1212.020202020202
3020,Mulberry Court,1100000,Flat / Apartment,1461,3,1 School Mews,London,E1,0EW,central,752.90896646132785
3021,Eton Avenue,4750000,House,2890,5,Belsize Park,London,NW3,3HL,Middle,1643.598615916955
3022,Castelnau,2500000,House,3053,5,Barnes,London,SW13,9EW,Further Outer,818.8666885031117
3023,Richard Burbidge Mansions,1250000,Flat / Apartment,1281,2,1 Brasenose Drive,London,SW13,8RB,Further Outer,975.800156128025
3024,Boat Race House,1650000,New development,1887,2,63 Mortlake High Street,London,SW14,8HL,Further Outer,874.4038155802862
3025,Cathcart Road,6250000,House,3215,5,Chelsea,London,SW10,9NN,Middle,1944.0124416796268
3026,London House,5295000,Penthouse,2807,4,St John's Wood,London,NW8,7PX,Middle,1886.3555397221232
3027,Hasker Street,3500000,House,1481,3,NA,London,SW3,2LQ,Middle,2363.268062120189
3028,Ovington Square,14500000,House,7156,6,NA,London,SW3,1LJ,Middle,2026.2716601453326
3029,Somerset Square,4250000,House,2631,2,NA,London,W14,8EE,Outer,1615.3553781832004
3030,Lanherne House,699950,Flat / Apartment,1087,3,9 The Downs,London,SW20,8JG,Further Outer,643.9282428702852
3031,Craven Hill Gardens,1100000,Flat / Apartment,718,1,NA,London,W2,3EA,Middle,1532.033426183844
3032,Studdridge Street,3100000,House,2885,6,Fulham,London,SW6,3SL,Outer,1074.523396880416
3033,Spinnaker House,700000,Flat / Apartment,990,2,Battersea,London,SW18,1FR,Outer,707.070707070707
3034,Artillery Mansions,1600000,Flat / Apartment,1078,2,Westminster,London,SW1,0HX,central,1484.2300556586272
3035,Huntingfield Road,625000,House,899,2,Putney,London,SW15,5ER,Further Outer,695.2169076751946
3036,Briary Close,1895000,House,1975,5,Swiss Cottage,London,NW3,3JZ,Middle,959.493670886076
3037,Ladbroke Grove,485000,Flat / Apartment,454,1,Notting Hill,London,W11,1PG,Middle,1068.2819383259912
3038,Layer Gardens,2150000,House,2887,6,Ealing,London,W3,9PR,Further Outer,744.717700034638
3039,Sindercombe Mews,1200000,House,1358,2,NA,London,W12,9BQ,Outer,883.6524300441827
3040,Faraday Lodge,565000,Flat / Apartment,895,2,Greenwich,London,SE10,0QL,Outer,631.2849162011173
3041,Broomwood Road,600000,Flat / Apartment,736,3,NA,London,SW11,6JF,Middle,815.2173913043479
3042,Boat Race House,1850000,New development,1978,3,63 Mortlake High Street,London,SW14,8HL,Further Outer,935.2881698685541
3043,Eglantine Road,1275000,House,1766,4,Wandsworth,London,SW18,2DD,Outer,721.9705549263873
3044,Longmoore Street,2100000,House,1913,4,NA,London,SW1,1JQ,central,1097.7522216414009
3045,Elizabeth Street,3450000,Flat / Apartment,2377,5,NA,London,S1W,9PB,Further Outer,1451.409339503576
3046,Elsworthy Rise,1050000,New development,546,1,Primrose Hill,London,NW3,3DS,Middle,1923.076923076923
3047,Well Road,6950000,New development,4295,5,Hampstead,London,NW3,1LH,Middle,1618.1606519208383
3048,St John Street,999950,Penthouse,764,2,NA,London,EC1,4ND,Further Outer,1308.8350785340315
3049,Mandeville Courtyard,995000,Flat / Apartment,1115,2,Battersea,London,SW11,4NB,Middle,892.3766816143498
3050,Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,Highgate,London,N6,5NY,Middle,854.3833580980684
3051,Boat Race House,2200000,Penthouse,1715,2,63 Mortlake High Street,London,SW14,8HL,Further Outer,1282.798833819242
3052,Boat Race House,1800000,Penthouse,1490,2,63 Mortlake High Street,London,SW14,8HL,Further Outer,1208.0536912751677
3053,Warwick Way,680000,Flat / Apartment,681,2,NA,London,SW1,1QR,central,998.5315712187959
3054,Butler House,925000,New development,1033,3,Maida Vale,London,W9,2DP,Middle,895.4501452081316
3055,Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,Little Venice,London,W2,6NG,Middle,1249.1325468424704
3056,Packington Street,1000000,Flat / Apartment,923,2,Islington,London,N1,8RA,central,1083.4236186348862
3058,Horseshoe Court,835000,Flat / Apartment,744,2,11 Brewhouse Yard,London,EC1,4JU,Further Outer,1122.3118279569892
3059,Tring Avenue,1900000,House,2599,5,NA,London,W5,3QD,Further Outer,731.050404001539
3060,Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,8 Princelet Street,London,E1,6QJ,central,898.7701040681173
3061,Upper Richmond Road,540000,Flat / Apartment,615,2,Putney,London,SW15,2TX,Further Outer,878.0487804878048
3062,Palm House,899950,Flat / Apartment,1025,3,70 Sancroft Street,London,SE11,5AH,Middle,878
3063,Macaulay Road,5950000,House,6776,8,Clapham,London,SW4,0QX,Middle,878.099173553719
3064,Poppyfield House,460000,Flat / Apartment,767,2,Copperwood Place,London,SE10,8GD,Outer,599.7392438070405
3065,Ormond House,730000,Flat / Apartment,626,2,Medway Street,London,SW1,2TB,central,1166.1341853035144
3066,Lingfield Road,1495000,Flat / Apartment,1618,3,NA,London,SW19,4PU,Further Outer,923.9802224969097
3068,Carlton Hill,1195000,Flat / Apartment,839,2,St. John's Wood,London,NW8,0JY,Middle,1424.3146603098928
3069,Eardley Crescent,775000,Flat / Apartment,828,2,NA,London,SW5,9JS,Middle,935.9903381642512
3070,Anhalt Road,3200000,House,2634,5,Battersea,London,SW11,4NZ,Middle,1214.8823082763856
3074,Almeric Road,699999,Flat / Apartment,970,2,NA,London,SW11,1HL,Middle,721.6484536082475
3075,Ellington Street,500000,Flat / Apartment,462,1,NA,London,N7,8PL,Middle,1082.2510822510822
3077,17 Lillie Square,2170000,New development,1083,3,Earls Court,London,SW6,1UE,Outer,2003.6934441366575
3078,Queen's Gate Terrace,1395000,Flat / Apartment,924,2,NA,London,SW7,5PL,Middle,1509.7402597402597
3079,Brynmaer Road,2300000,House,2062,4,NA,London,SW11,4EW,Middle,1115.4219204655674
3080,Eagle Point,899995,Flat / Apartment,863,2,Old Street,London,EC1,1AR,Further Outer,1042.8679026651216
3081,Battersea High Street,900000,House,902,2,NA,London,SW11,3HX,Middle,997.7827050997782
3082,Norfolk Road,6395000,House,2944,3,St. John's Wood,London,NW8,6HE,Middle,2172.2146739130435
3083,Belgravia Court,1350000,Flat / Apartment,750,2,33 Ebury Street,London,S1W,0NY,Further Outer,1800
3084,Icon Apartments,5000000,Penthouse,4004,4,Pimlico,London,SW1,3JY,central,1248.7512487512488
3085,Queensmill Road,2300000,House,2713,6,Fulham,London,SW6,6JP,Outer,847.7699963140435
3086,Welbeck House,6100000,Flat / Apartment,2625,5,Marylebone,London,W1,9XE,central,2323.809523809524
3087,Castlebar Hill,950000,House,968,2,Ealing,London,W5,1TD,Further Outer,981.404958677686
3088,St. George's Square,2325000,Penthouse,1895,4,Pimlico,London,SW1,3QN,central,1226.9129287598944
3089,Ingram Avenue,17950000,House,14358,7,Hampstead Garden Suburb,London,NW11,6TL,Outer,1250.174118958072
3090,Coleherne Court,1195000,Flat / Apartment,1039,3,Old Brompton Road,London,SW5,0EE,Middle,1150.1443695861406
3091,Airedale Avenue,2250000,House,1874,5,Chiswick,London,W4,2NW,Further Outer,1200.640341515475
3092,Bridges Wharf,595000,Flat / Apartment,674,2,Battersea,London,SW11,3GZ,Middle,882.7893175074184
3093,Birdhurst Road,700000,Flat / Apartment,801,3,NA,London,SW18,1AR,Outer,873.9076154806492
3094,Ann Street,675000,Flat / Apartment,736,2,NA,London,N1,7FF,central,917.1195652173913
3095,Quartz House,800000,Flat / Apartment,907,2,Ealing,London,W5,2XA,Further Outer,882.0286659316428
3096,Kings Road,1100000,Flat / Apartment,1156,2,NA,London,SW10,0TX,Middle,951.5570934256056
3097,Kingsway,995000,Flat / Apartment,685,2,NA,London,WC2,6EL,Further Outer,1452.5547445255474
3098,North Gate,3500000,Flat / Apartment,2423,4,St. John's Wood,London,NW8,7EJ,Middle,1444.4903012794057
3099,Burlington Gardens,3950000,House,4188,7,Chiswick,London,W4,4LT,Further Outer,943.170964660936
3100,South Terrace,6750000,House,3719,5,NA,London,SW7,2TB,Middle,1815.0040333422962
3101,Wilton Place,9000000,House,4039,5,NA,London,SW1,8RL,central,2228.2743253280514
3103,Oaklands Estate,500000,Flat / Apartment,945,4,Clapham,London,SW4,8AG,Middle,529.1005291005291
3104,Kirby Street,950000,Flat / Apartment,870,2,Clerkenwell,London,EC1,8TE,Further Outer,1091.9540229885058
3105,St. Luke's Avenue,1100000,New development,1310,2,NA,London,SW4,7EB,Middle,839.6946564885496
3106,Carillon Court,470000,Penthouse,496,1,Shoreditch,London,E1,5EN,central,947.5806451612904
3108,Hopkinsons Place,1250000,Flat / Apartment,969,3,Primrose Hill,London,NW1,8TN,central,1289.9896800825593
3109,Reform Street,850000,House,1017,2,Battersea,London,SW11,5AJ,Middle,835.7915437561455
3110,Tufton Court,1325000,Flat / Apartment,1167,3,Tufton Street,London,SW1,3QH,central,1135.3898886032562
3111,The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,199 Knightsbridge,London,SW7,1RH,Middle,4387.626262626262
3113,St. Peters Square,3400000,House,2441,4,Hammersmith,London,W6,9AB,Outer,1392.8717738631708
3114,Drake House,1650000,Flat / Apartment,1189,2,76 Marsham Street,London,SW1,4LY,central,1387.7207737594617
3115,The Belvedere,2750000,Flat / Apartment,2080,4,Chelsea,London,SW10,0XA,Middle,1322.1153846153845
3116,Wheatley Street,2200000,Flat / Apartment,1119,2,Marylebone,London,W1,8PS,central,1966.041108132261
3117,Ellerby Street,3875000,House,4095,7,Fulham,London,SW6,6EY,Outer,946.2759462759462
3118,Cornwall Gardens,4350000,Penthouse,2494,3,NA,London,SW7,4BQ,Middle,1744.1860465116279
3119,Colefax Building,475000,Flat / Apartment,542,1,23 Plumbers Row,London,E1,1EQ,central,876.3837638376384
3120,Sculpture House,450000,Flat / Apartment,738,2,4 Killick Way,London,E1,3FE,central,609.7560975609756
3121,Westbourne Terrace,1450000,Flat / Apartment,1067,2,NA,London,W2,6QT,Middle,1358.950328022493
3122,Durham Terrace,2250000,Flat / Apartment,1539,2,NA,London,W2,5PB,Middle,1461.9883040935672
3124,Cedars Road,3500000,House,3001,5,Barnes,London,SW13,0HP,Further Outer,1166.2779073642118
3125,New Atlas Wharf,865000,Flat / Apartment,1551,3,3 Arnhem Place,London,E14,3SS,Middle,557.7047066408769
3126,Benbow House,8250000,Penthouse,4555,5,Southwark,London,SE1,9DS,central,1811.1964873765094
3127,Kent Terrace,7500000,House,3792,5,Regent's Park,London,NW1,4RP,central,1977.8481012658228
3128,Park Street,7925000,House,2648,4,Mayfair,London,W1,2JZ,central,2992.824773413897
3129,Westbridge Road,5250000,House,4144,6,Battersea Park,London,SW11,3PW,Middle,1266.8918918918919
3130,Residence Tower,595000,Flat / Apartment,795,2,Woodberry Grove,London,N4,2BS,Middle,748.4276729559748
3131,Acfold Road,2650000,House,2454,6,Fulham,London,SW6,2AL,Outer,1079.8696006519967
3132,Abbey Lodge,5950000,Penthouse,2220,4,St John's Wood,London,NW8,7RL,Middle,2680.1801801801803
3133,North Gate,5600000,Flat / Apartment,2509,4,St. John's Wood,London,NW8,7EH,Middle,2231.9649262654443
3135,Dalling Road,1100000,House,1454,4,NA,London,W6,0JD,Outer,756.5337001375516
3136,Doulton House,1195000,Flat / Apartment,1024,3,Fulham,London,SW6,2FS,Outer,1166.9921875
3137,Queensbridge Road,975000,Flat / Apartment,1194,3,Hackney,London,E8,3AR,Middle,816.5829145728643
3141,Hereford Road,725000,Flat / Apartment,521,1,Notting Hill,London,W2,5AJ,Middle,1391.5547024952016
3142,Hollandgreen Place,2750000,New development,1184,2,NA,London,W8,6AX,Middle,2322.635135135135
3143,South Quay Plaza,1375000,New development,1203,3,Canary Wharf,London,E14,9SH,Middle,1142.975893599335
3144,Wardian West Tower,1850000,Penthouse,1268,2,Canary Wharf,London,E14,9TP,Middle,1458.9905362776026
3145,Kings Gate Walk,1825000,New development,934,2,Victoria,London,SW1,6AN,central,1953.9614561027838
3147,Fairacres,1325000,Flat / Apartment,2403,4,Putney,London,SW15,5LX,Further Outer,551.3940907199334
3148,Buckingham Gate,750000,Flat / Apartment,596,1,NA,London,SW1,6PB,central,1258.3892617449665
3149,Wardian East Tower,575000,New development,531,1,Canary Wharf,London,E14,9TP,Middle,1082.8625235404897
3150,Gertrude Street,1425000,Flat / Apartment,983,2,NA,London,SW10,0JG,Middle,1449.643947100712
3151,The Arthaus Apartments,550000,Flat / Apartment,672,2,205 Richmond Road,London,E8,3FF,Middle,818.452380952381
3152,Duchess of Bedford House,2200000,Flat / Apartment,1337,3,Duchess of Bedfords Walk,London,W8,7QN,Middle,1645.4749439042632
3153,Malvern Terrace,2000000,House,1450,4,Islington,London,N1,1HR,central,1379.3103448275863
3155,Aberdeen Road,3500000,House,3247,5,NA,London,N5,2XB,Middle,1077.9180782260548
3156,23 Maud Street,765000,Flat / Apartment,1234,3,Royal Docks,London,E16,1YU,Outer,619.935170178282
3157,Mozart Terrace,7500000,House,3871,5,Ebury Street,London,S1W,8UP,Further Outer,1937.4838543012143
3158,Gayville Road,875000,Flat / Apartment,782,2,NA,London,SW11,6JP,Middle,1118.925831202046
3161,Boat Race House,1320000,New development,1452,2,63 Mortlake High Street,London,SW14,8HL,Further Outer,909.0909090909091
3162,Whiston House,550000,Flat / Apartment,558,2,Halton Road,London,N1,2DH,central,985.663082437276
3163,Ebury Square,5395000,Flat / Apartment,1845,3,NA,London,S1W,9AH,Further Outer,2924.119241192412
3165,Sussex Square,1600000,Flat / Apartment,1535,4,Paddington,London,W2,2SR,Middle,1042.3452768729642
3166,St John's Place,890000,Flat / Apartment,800,2,Clerkenwell,London,EC1,4NP,Further Outer,1112.5
3167,Junction House,862000,New development,978,3,Battersea,London,SW11,2NU,Middle,881.3905930470347
3168,Regents House,775000,New development,636,1,Battersea,London,SW11,4FA,Middle,1218.553459119497
3169,Charles Street,1600000,New development,1500,3,Barnes,London,SW13,0NZ,Further Outer,1066.6666666666667
3170,Queen's Gate Place,1950000,Flat / Apartment,1376,2,NA,London,SW7,5NU,Middle,1417.1511627906978
3171,Goodwood Court,680000,Flat / Apartment,484,1,54-57 Devonshire Street,London,1W,5DZ,Further Outer,1404.9586776859503
3172,Old Church Street,7600000,House,2896,4,NA,London,SW3,5DQ,Middle,2624.3093922651933
3173,Overstrand Mansions,1800000,Flat / Apartment,1386,3,Prince of Wales Drive,London,SW11,4HA,Middle,1298.7012987012988
3174,Overstrand Mansions,1490000,Flat / Apartment,1452,3,Prince of Wales Drive,London,SW11,4EY,Middle,1026.1707988980716
3175,Cranbourne Court,1500000,Flat / Apartment,1088,2,Albert Bridge Road,London,SW11,4PE,Middle,1378.6764705882354
3176,Enclave Court,1100000,Flat / Apartment,1056,1,Clerkenwell,London,EC1,0BH,Further Outer,1041.6666666666667
3177,Girdlers Road,1030000,Flat / Apartment,959,2,Brook Green,London,W14,0PS,Outer,1074.0354535974973
3178,Television Centre,1350000,Flat / Apartment,1007,2,3 Wood Crescent,London,W12,7GN,Outer,1340.6156901688182
3179,Pentland House,880000,Flat / Apartment,693,2,188 Cromwell Road,London,SW5,0SJ,Middle,1269.8412698412699
3180,Belgrave Court,875000,Flat / Apartment,1278,2,Canary Wharf,London,E14,8RJ,Middle,684.6635367762128
3181,Gooch House,544999,Flat / Apartment,792,2,Greenwich,London,SE10,0XL,Outer,688.1300505050505
3182,Holland Road,799000,Flat / Apartment,835,1,NA,London,W14,8HL,Outer,956.8862275449102
3183,Cadogan Court,5250000,Flat / Apartment,2456,4,Chelsea,London,SW3,3BX,Middle,2137.6221498371337
3184,Winchester Place,2150000,New development,2453,4,Highgate,London,N6,5HJ,Middle,876.4777823073787
3185,Winchester Place,2000000,New development,2421,4,Highgate,London,N6,5HJ,Middle,826.1049153242462
3186,Windmill Road,1000000,House,2701,4,Brentford,London,TW8,9NH,Further Outer,370.23324694557573
3187,Green Street,3850000,Flat / Apartment,995,2,Mayfair,London,W1,6RL,central,3869.3467336683416
3189,Lammas Park Road,700000,Flat / Apartment,1025,3,NA,London,W5,5JD,Further Outer,682.9268292682926
3190,Sedlescombe Road,2000000,House,2282,4,NA,London,SW6,1RB,Outer,876.4241893076249
3191,Elsworthy Road,7250000,New development,3185,4,Primrose Hill,London,NW3,3DS,Middle,2276.2951334379904
3192,Roland Gardens,3250000,Flat / Apartment,2476,4,NA,London,SW7,3PG,Middle,1312.600969305331
3193,Sloane Court East,1075000,Flat / Apartment,724,1,NA,London,SW3,4TQ,Middle,1484.8066298342542
3194,Bickenhall Mansions,2850000,Flat / Apartment,2163,4,Bickenhall Street,London,W1,6BU,central,1317.614424410541
3195,Stanley Mansions,1650000,Flat / Apartment,1139,3,Chelsea,London,SW10,0AG,Middle,1448.6391571553995
3196,Carrington House,1700000,Flat / Apartment,788,2,Mayfair,London,W1,7RG,central,2157.3604060913704
3197,Winston Road,1350000,House,1552,4,NA,London,N16,9LL,Middle,869.8453608247422
3198,Milton Grove,2395000,House,2277,4,Stoke Newington,London,N16,8QY,Middle,1051.822573561704
